id,jlpt_level,vocab_id,display_order,expression,reading,romaji,part_of_speech_id,semantic_category,meaning_id,example_sentence_jp,example_sentence_romaji,example_sentence_id,sentence_pattern,target_kanji_ids,target_kanji_chars,audio_path,source_basis,source_url,review_status,notes
vocab_ex_n5_0579,N5,vocab_n5_0579,579,フォーク,フォーク,fooku,kata_benda,rumah_benda,fork,フォークがあります。,fooku ga arimasu.,Ada fork.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0579.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0580,N5,vocab_n5_0580,580,吹く,ふく,fuku,kata_kerja,aksi_kegiatan,meniup,私は吹くことができます。,Watashi wa fuku koto ga dekimasu.,Saya bisa meniup.,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0580.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0581,N5,vocab_n5_0581,581,服,ふく,fuku,kata_benda,pakaian_aksesoris,pakaian,服があります。,fuku ga arimasu.,Ada pakaian.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0581.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0582,N5,vocab_n5_0582,582,二つ,ふたつ,futatsu,angka,angka_counter,dua things,二つあります。,futatsu arimasu.,Ada dua things.,number_counter_arimasu,kanji_n5_008,二,/assets/audio/examples/vocab/n5/0582.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0583,N5,vocab_n5_0583,583,豚肉,ぶたにく,butaniku,kata_benda,makanan_minuman,daging babi,豚肉があります。,butaniku ga arimasu.,Ada daging babi.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0583.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0584,N5,vocab_n5_0584,584,二人,ふたり,futari,kata_benda,angka_counter,dua orang,二人があります。,futari ga arimasu.,Ada dua orang.,noun_arimasu,kanji_n5_008|kanji_n5_004,二人,/assets/audio/examples/vocab/n5/0584.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0585,N5,vocab_n5_0585,585,二日,ふつか,futsuka,kata_benda,waktu_tanggal,"dua days, second hari of bulan",二日があります。,futsuka ga arimasu.,"Ada dua days, second hari of bulan.",noun_arimasu,kanji_n5_008|kanji_n5_001,二日,/assets/audio/examples/vocab/n5/0585.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0586,N5,vocab_n5_0586,586,太い,ふとい,futoi,kata_sifat_i,warna_bentuk,gemuk/tebal,太いです。,futoi desu.,gemuk/tebal.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0586.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0587,N5,vocab_n5_0587,587,冬,ふゆ,fuyu,kata_benda,waktu_tanggal,musim dingin,冬があります。,fuyu ga arimasu.,Ada musim dingin.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0587.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0588,N5,vocab_n5_0588,588,降る,ふる,furu,kata_kerja,aksi_kegiatan,turun (hujan/salju),私は降ることができます。,Watashi wa furu koto ga dekimasu.,Saya bisa turun (hujan/salju).,verb_koto_ga_dekimasu,,,/assets/audio/examples/vocab/n5/0588.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0589,N5,vocab_n5_0589,589,古い,ふるい,furui,kata_sifat_i,sifat_umum,tua/lama,古いです。,furui desu.,tua/lama.,i_adjective_desu,kanji_n5_089,古,/assets/audio/examples/vocab/n5/0589.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0590,N5,vocab_n5_0590,590,～分,～ふん,~fun,penghitung,angka_counter,~ minutes,～分あります。,~fun arimasu.,Ada ~ minutes.,number_counter_arimasu,kanji_n5_018,分,/assets/audio/examples/vocab/n5/0590.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0591,N5,vocab_n5_0591,591,文章,ぶんしょう,bunshou,kata_benda,umum,kalimat/teks,文章があります。,bunshou ga arimasu.,Ada kalimat/teks.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0591.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0592,N5,vocab_n5_0592,592,ページ,ページ,peeji,kata_benda,umum,page,ページがあります。,peeji ga arimasu.,Ada page.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0592.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0593,N5,vocab_n5_0593,593,下手,へた,heta,kata_sifat_na,sifat_umum,tidak mahir,下手です。,heta desu.,tidak mahir.,na_adjective_desu,kanji_n5_038|kanji_n5_093,下手,/assets/audio/examples/vocab/n5/0593.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0594,N5,vocab_n5_0594,594,ベッド,ベッド,beddo,kata_benda,rumah_benda,bed,ベッドがあります。,beddo ga arimasu.,Ada bed.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0594.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0595,N5,vocab_n5_0595,595,ペット,ペット,petto,kata_benda,umum,pet,ペットがあります。,petto ga arimasu.,Ada pet.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0595.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0596,N5,vocab_n5_0596,596,部屋,へや,heya,kata_benda,tempat_bangunan,kamar,部屋があります。,heya ga arimasu.,Ada kamar.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0596.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0597,N5,vocab_n5_0597,597,辺,へん,hen,kata_benda,arah_lokasi,"area, vicinity",辺があります。,hen ga arimasu.,"Ada area, vicinity.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0597.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0598,N5,vocab_n5_0598,598,ペン,ペン,pen,kata_benda,rumah_benda,pen,ペンがあります。,pen ga arimasu.,Ada pen.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0598.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0599,N5,vocab_n5_0599,599,勉強,べんきょう (する),benkyousuru,kata_kerja_suru,sekolah_media,belajar,毎日勉強します。,Mainichi benkyou shimasu.,Saya melakukan belajar setiap hari.,daily_suru_verb,kanji_n5_069|kanji_n5_001,毎日,/assets/audio/examples/vocab/n5/0599.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0600,N5,vocab_n5_0600,600,便利,べんり,benri,kata_sifat_na,sifat_umum,praktis/berguna,便利です。,benri desu.,praktis/berguna.,na_adjective_desu,,,/assets/audio/examples/vocab/n5/0600.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0601,N5,vocab_n5_0601,601,帽子,ぼうし,boushi,kata_benda,pakaian_aksesoris,topi,帽子があります。,boushi ga arimasu.,Ada topi.,noun_arimasu,kanji_n5_034,子,/assets/audio/examples/vocab/n5/0601.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0602,N5,vocab_n5_0602,602,ボールペン,ボールペン,boorupen,kata_benda,rumah_benda,ball-point pen,ボールペンがあります。,boorupen ga arimasu.,Ada ball-point pen.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0602.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0603,N5,vocab_n5_0603,603,外,ほか,hoka,kata_benda,arah_lokasi,luar,外があります。,hoka ga arimasu.,Ada luar.,noun_arimasu,kanji_n5_035,外,/assets/audio/examples/vocab/n5/0603.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0604,N5,vocab_n5_0604,604,ポケット,ポケット,poketto,kata_benda,pakaian_aksesoris,saku,ポケットがあります。,poketto ga arimasu.,Ada saku.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0604.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0605,N5,vocab_n5_0605,605,欲しい,ほしい,hoshii,kata_sifat_i,sifat_umum,ingin,欲しいです。,hoshii desu.,ingin.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0605.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0606,N5,vocab_n5_0606,606,ポスト,ポスト,posuto,kata_benda,umum,"mailbox, post, position",ポストがあります。,posuto ga arimasu.,"Ada mailbox, post, position.",noun_arimasu,,,/assets/audio/examples/vocab/n5/0606.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0607,N5,vocab_n5_0607,607,細い,ほそい,hosoi,kata_sifat_i,warna_bentuk,tipis/langsing,細いです。,hosoi desu.,tipis/langsing.,i_adjective_desu,,,/assets/audio/examples/vocab/n5/0607.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0608,N5,vocab_n5_0608,608,ボタン,ボタン,botan,kata_benda,umum,tombol,ボタンがあります。,botan ga arimasu.,Ada tombol.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0608.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0609,N5,vocab_n5_0609,609,ホテル,ホテル,hoteru,kata_benda,tempat_bangunan,hotel,ホテルがあります。,hoteru ga arimasu.,Ada hotel.,noun_arimasu,,,/assets/audio/examples/vocab/n5/0609.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0610,N5,vocab_n5_0610,610,本,ほん,hon,kata_benda,rumah_benda,buku,本があります。,hon ga arimasu.,Ada buku.,noun_arimasu,kanji_n5_009,本,/assets/audio/examples/vocab/n5/0610.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0611,N5,vocab_n5_0611,611,～本,～ほん,~hon,penghitung,angka_counter,penghitung untuk panjang cylindrical things,～本あります。,~hon arimasu.,Ada penghitung untuk panjang cylindrical things.,number_counter_arimasu,kanji_n5_009,本,/assets/audio/examples/vocab/n5/0611.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0612,N5,vocab_n5_0612,612,本棚,ほんだな,hondana,kata_benda,umum,bookshelf,本棚があります。,hondana ga arimasu.,Ada bookshelf.,noun_arimasu,kanji_n5_009,本,/assets/audio/examples/vocab/n5/0612.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0613,N5,vocab_n5_0613,613,本当,ほんとう,hontou,kata_benda,umum,"real, true",本当があります。,hontou ga arimasu.,"Ada real, true.",noun_arimasu,kanji_n5_009,本,/assets/audio/examples/vocab/n5/0613.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0614,N5,vocab_n5_0614,614,～枚,～まい,~mai,penghitung,angka_counter,penghitung untuk flat things,～枚あります。,~mai arimasu.,Ada penghitung untuk flat things.,number_counter_arimasu,,,/assets/audio/examples/vocab/n5/0614.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0615,N5,vocab_n5_0615,615,毎朝,まいあさ,maiasa,kata_benda,waktu_tanggal,every pagi,毎朝があります。,maiasa ga arimasu.,Ada every pagi.,noun_arimasu,kanji_n5_069,毎,/assets/audio/examples/vocab/n5/0615.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0616,N5,vocab_n5_0616,616,毎月,まいげつ; まいつき,maigetsu / maitsuki,kata_benda,waktu_tanggal,"every bulan, monthly",毎月があります。,maigetsu / maitsuki ga arimasu.,"Ada every bulan, monthly.",noun_arimasu,kanji_n5_069|kanji_n5_017,毎月,/assets/audio/examples/vocab/n5/0616.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0617,N5,vocab_n5_0617,617,毎週,まいしゅう,maishuu,kata_benda,waktu_tanggal,every week,毎週があります。,maishuu ga arimasu.,Ada every week.,noun_arimasu,kanji_n5_069|kanji_n5_094,毎週,/assets/audio/examples/vocab/n5/0617.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0618,N5,vocab_n5_0618,618,毎日,まいにち,mainichi,kata_benda,waktu_tanggal,setiap hari,毎日があります。,mainichi ga arimasu.,Ada setiap hari.,noun_arimasu,kanji_n5_069|kanji_n5_001,毎日,/assets/audio/examples/vocab/n5/0618.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0619,N5,vocab_n5_0619,619,毎年,まいねん; まいとし,mainen / maitoshi,kata_benda,waktu_tanggal,"every tahun, yearly, annually",毎年があります。,mainen / maitoshi ga arimasu.,"Ada every tahun, yearly, annually.",noun_arimasu,kanji_n5_069|kanji_n5_005,毎年,/assets/audio/examples/vocab/n5/0619.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0620,N5,vocab_n5_0620,620,毎晩,まいばん,maiban,kata_benda,waktu_tanggal,every malam,毎晩があります。,maiban ga arimasu.,Ada every malam.,noun_arimasu,kanji_n5_069,毎,/assets/audio/examples/vocab/n5/0620.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
vocab_ex_n5_0621,N5,vocab_n5_0621,621,前,まえ,mae,kata_benda,arah_lokasi,depan/sebelum,前があります。,mae ga arimasu.,Ada depan/sebelum.,noun_arimasu,kanji_n5_020,前,/assets/audio/examples/vocab/n5/0621.mp3,auto_generated_vocab_coverage_from_local_vocab_seed,https://github.com/jamsinclair/open-anki-jlpt-decks/blob/main/src/n5.csv; https://www.mlcjapanese.co.jp/n5_04_01.html; https://jlptsensei.com/jlpt-n5-vocabulary-list/; https://jepang.org/jlpt/n5/kosa-kata/,auto_generated_needs_human_review,Generated fallback example to guarantee one sentence per vocabulary item. Review before production display.
